Congress,YearRange,SessionBegan,SessionEnded,LastName,FirstMiddleName,,StateOrTerritory,Party,Service,Group
111,(2009-2011),2009,2011,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
111,(2009-2011),2009,2011,AUSTRIA, Steve,https://history.house.gov/People/Detail/8765#,OH,Republican,House,APA
111,(2009-2011),2009,2011,CAO, Anh (Joseph),https://history.house.gov/People/Detail/44592#,LA,Republican,House,APA
111,(2009-2011),2009,2011,CHU, Judy 26,https://history.house.gov/People/Detail/11820#,CA,Democrat,House,APA
111,(2009-2011),2009,2011,DJOU, Charles 27,https://history.house.gov/People/Detail/12595#,HI,Republican,House,APA
111,(2009-2011),2009,2011,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
111,(2009-2011),2009,2011,HIRONO, Mazie,https://history.house.gov/People/Detail/15580#,HI,Democrat,House,APA
111,(2009-2011),2009,2011,HONDA, Mike,https://history.house.gov/People/Detail/15564#,CA,Democrat,House,APA
111,(2009-2011),2009,2011,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
111,(2009-2011),2009,2011,MATSUI, Doris,https://history.house.gov/People/Detail/18797#,CA,Democrat,House,APA
111,(2009-2011),2009,2011,SABLAN, Gregorio Kilili Camacho,https://history.house.gov/People/Detail/22610#,MP,Independent/Democrat,House,APA
111,(2009-2011),2009,2011,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
111,(2009-2011),2009,2011,WU, David,https://history.house.gov/People/Detail/24169#,OR,Democrat,House,APA
112,(2011-2013),2011,2013,AKAKA, Daniel Kahikina,https://history.house.gov/People/Detail/8354#,HI,Democrat,Senate,APA
112,(2011-2013),2011,2013,AUSTRIA, Steve,https://history.house.gov/People/Detail/8765#,OH,Republican,House,APA
112,(2011-2013),2011,2013,CHU, Judy,https://history.house.gov/People/Detail/11820#,CA,Democrat,House,APA
112,(2011-2013),2011,2013,CLARKE, Hansen,https://history.house.gov/People/Detail/11827#,MI,Democrat,House,APA
112,(2011-2013),2011,2013,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
112,(2011-2013),2011,2013,HANABUSA, Colleen,https://history.house.gov/People/Detail/15596#,HI,Democrat,House,APA
112,(2011-2013),2011,2013,HIRONO, Mazie,https://history.house.gov/People/Detail/15580#,HI,Democrat,House,APA
112,(2011-2013),2011,2013,HONDA, Mike,https://history.house.gov/People/Detail/15564#,CA,Democrat,House,APA
112,(2011-2013),2011,2013,INOUYE, Daniel Ken,https://history.house.gov/People/Detail/15647#,HI,Democrat,Senate,APA
112,(2011-2013),2011,2013,MATSUI, Doris,https://history.house.gov/People/Detail/18797#,CA,Democrat,House,APA
112,(2011-2013),2011,2013,SABLAN, Gregorio Kilili Camacho,https://history.house.gov/People/Detail/22610#,MP,Democrat,House,APA
112,(2011-2013),2011,2013,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
112,(2011-2013),2011,2013,WU, David 28,https://history.house.gov/People/Detail/24169#,OR,Democrat,House,APA
113,(2013-2015),2013,2015,BERA, Ami,https://history.house.gov/People/Detail/15032386873#,CA,Democrat,House,APA
113,(2013-2015),2013,2015,CHU, Judy,https://history.house.gov/People/Detail/11820#,CA,Democrat,House,APA
113,(2013-2015),2013,2015,DUCKWORTH, Tammy,https://history.house.gov/People/Detail/15032387037#,IL,Democrat,House,APA
113,(2013-2015),2013,2015,FALEOMAVAEGA, Eni F. H.,https://history.house.gov/People/Detail/12977#,AS,Democrat,House,APA
113,(2013-2015),2013,2015,GABBARD, Tulsi,https://history.house.gov/People/Detail/15032387167#,HI,Democrat,House,APA
113,(2013-2015),2013,2015,HANABUSA, Colleen,https://history.house.gov/People/Detail/15596#,HI,Democrat,House,APA
113,(2013-2015),2013,2015,HIRONO, Mazie,https://history.house.gov/People/Detail/15580#,HI,Democrat,Senate,APA
113,(2013-2015),2013,2015,HONDA, Mike,https://history.house.gov/People/Detail/15564#,CA,Democrat,House,APA
113,(2013-2015),2013,2015,MATSUI, Doris,https://history.house.gov/People/Detail/18797#,CA,Democrat,House,APA
113,(2013-2015),2013,2015,MENG, Grace,https://history.house.gov/People/Detail/15032387500#,NY,Democrat,House,APA
113,(2013-2015),2013,2015,SABLAN, Gregorio Kilili Camacho,https://history.house.gov/People/Detail/22610#,MP,Democrat,House,APA
113,(2013-2015),2013,2015,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
113,(2013-2015),2013,2015,TAKANO, Mark,https://history.house.gov/People/Detail/15032387807#,CA,Democrat,House,APA
114,(2015-2017),2015,2017,BERA, Ami,https://history.house.gov/People/Detail/15032386873#,CA,Democrat,House,APA
114,(2015-2017),2015,2017,CHU, Judy,https://history.house.gov/People/Detail/11820#,CA,Democrat,House,APA
114,(2015-2017),2015,2017,DUCKWORTH, Tammy,https://history.house.gov/People/Detail/15032387037#,IL,Democrat,House,APA
114,(2015-2017),2015,2017,GABBARD, Tulsi,https://history.house.gov/People/Detail/15032387167#,HI,Democrat,House,APA
114,(2015-2017),2015,2017,HANABUSA, Colleen 29,https://history.house.gov/People/Detail/15596#,HI,Democrat,House,APA
114,(2015-2017),2015,2017,HIRONO, Mazie,https://history.house.gov/People/Detail/15580#,HI,Democrat,Senate,APA
114,(2015-2017),2015,2017,HONDA, Mike,https://history.house.gov/People/Detail/15564#,CA,Democrat,House,APA
114,(2015-2017),2015,2017,LIEU, Ted,https://history.house.gov/People/Detail/15032411199#,CA,Democrat,House,APA
114,(2015-2017),2015,2017,MATSUI, Doris,https://history.house.gov/People/Detail/18797#,CA,Democrat,House,APA
114,(2015-2017),2015,2017,MENG, Grace,https://history.house.gov/People/Detail/15032387500#,NY,Democrat,House,APA
114,(2015-2017),2015,2017,RADEWAGEN, Aumua Amata Coleman,https://history.house.gov/People/Detail/15032412349#,AS,Republican,House,APA
114,(2015-2017),2015,2017,SABLAN, Gregorio Kilili Camacho,https://history.house.gov/People/Detail/22610#,MP,Democrat,House,APA
114,(2015-2017),2015,2017,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
114,(2015-2017),2015,2017,TAKAI, Mark 30,https://history.house.gov/People/Detail/15032410408#,HI,Democrat,House,APA
114,(2015-2017),2015,2017,TAKANO, Mark,https://history.house.gov/People/Detail/15032387807#,CA,Democrat,House,APA
115,(2017-2019),2017,2019,BERA, Ami,https://history.house.gov/People/Detail/15032386873#,CA,Democrat,House,APA
115,(2017-2019),2017,2019,CHU, Judy,https://history.house.gov/People/Detail/11820#,CA,Democrat,House,APA
115,(2017-2019),2017,2019,DUCKWORTH, Tammy,https://history.house.gov/People/Detail/15032387037#,IL,Democrat,Senate,APA
115,(2017-2019),2017,2019,GABBARD, Tulsi,https://history.house.gov/People/Detail/15032387167#,HI,Democrat,House,APA
115,(2017-2019),2017,2019,HANABUSA, Colleen,https://history.house.gov/People/Detail/15596#,HI,Democrat,House,APA
115,(2017-2019),2017,2019,HARRIS, Kamala Devi,https://history.house.gov/People/Detail/15032442523#,CA,Democrat,Senate,APA
115,(2017-2019),2017,2019,HIRONO, Mazie,https://history.house.gov/People/Detail/15580#,HI,Democrat,Senate,APA
115,(2017-2019),2017,2019,JAYAPAL, Pramila,https://history.house.gov/People/Detail/15032440743#,WA,Democrat,House,APA
115,(2017-2019),2017,2019,KHANNA, Ro,https://history.house.gov/People/Detail/15032440781#,CA,Democrat,House,APA
115,(2017-2019),2017,2019,KRISHNAMOORTHI, S. Raja,https://history.house.gov/People/Detail/15032440783#,IL,Democrat,House,APA
115,(2017-2019),2017,2019,LIEU, Ted,https://history.house.gov/People/Detail/15032411199#,CA,Democrat,House,APA
115,(2017-2019),2017,2019,MATSUI, Doris,https://history.house.gov/People/Detail/18797#,CA,Democrat,House,APA
115,(2017-2019),2017,2019,MENG, Grace,https://history.house.gov/People/Detail/15032387500#,NY,Democrat,House,APA
115,(2017-2019),2017,2019,MURPHY, Stephanie,https://history.house.gov/People/Detail/15032440939#,FL,Democrat,House,APA
115,(2017-2019),2017,2019,RADEWAGEN, Aumua Amata Coleman,https://history.house.gov/People/Detail/15032412349#,AS,Republican,House,APA
115,(2017-2019),2017,2019,SABLAN, Gregorio Kilili Camacho,https://history.house.gov/People/Detail/22610#,MP,Democrat,House,APA
115,(2017-2019),2017,2019,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
115,(2017-2019),2017,2019,TAKANO, Mark,https://history.house.gov/People/Detail/15032387807#,CA,Democrat,House,APA
116,(2019-2021),2019,2021,BERA, Ami,https://history.house.gov/People/Detail/15032386873#,CA,Democrat,House,APA
116,(2019-2021),2019,2021,CHU, Judy,https://history.house.gov/People/Detail/11820#,CA,Democrat,House,APA
116,(2019-2021),2019,2021,COX, TJ,https://history.house.gov/People/Detail/25769805386#,CA,Democrat,House,APA
116,(2019-2021),2019,2021,DUCKWORTH, Tammy,https://history.house.gov/People/Detail/15032387037#,IL,Democrat,Senate,APA
116,(2019-2021),2019,2021,GABBARD, Tulsi,https://history.house.gov/People/Detail/15032387167#,HI,Democrat,House,APA
116,(2019-2021),2019,2021,HARRIS, Kamala Devi,https://history.house.gov/People/Detail/15032442523#,CA,Democrat,Senate,APA
116,(2019-2021),2019,2021,HIRONO, Mazie,https://history.house.gov/People/Detail/15580#,HI,Democrat,Senate,APA
116,(2019-2021),2019,2021,JAYAPAL, Pramila,https://history.house.gov/People/Detail/15032440743#,WA,Democrat,House,APA
116,(2019-2021),2019,2021,KHANNA, Ro,https://history.house.gov/People/Detail/15032440781#,CA,Democrat,House,APA
116,(2019-2021),2019,2021,KIM, Andy,https://history.house.gov/People/Detail/25769805237#,NJ,Democrat,House,APA
116,(2019-2021),2019,2021,KRISHNAMOORTHI, S. Raja,https://history.house.gov/People/Detail/15032440783#,IL,Democrat,House,APA
116,(2019-2021),2019,2021,LIEU, Ted,https://history.house.gov/People/Detail/15032411199#,CA,Democrat,House,APA
116,(2019-2021),2019,2021,MATSUI, Doris,https://history.house.gov/People/Detail/18797#,CA,Democrat,House,APA
116,(2019-2021),2019,2021,MENG, Grace,https://history.house.gov/People/Detail/15032387500#,NY,Democrat,House,APA
116,(2019-2021),2019,2021,MURPHY, Stephanie,https://history.house.gov/People/Detail/15032440939#,FL,Democrat,House,APA
116,(2019-2021),2019,2021,RADEWAGEN, Aumua Amata Coleman,https://history.house.gov/People/Detail/15032412349#,AS,Republican,House,APA
116,(2019-2021),2019,2021,SABLAN, Gregorio Kilili Camacho,https://history.house.gov/People/Detail/22610#,MP,Democrat,House,APA
116,(2019-2021),2019,2021,SAN NICOLAS, Michael,https://history.house.gov/People/Detail/25769805164#,GU,Democrat,House,APA
116,(2019-2021),2019,2021,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368#,VA,Democrat,House,APA
116,(2019-2021),2019,2021,TAKANO, Mark,https://history.house.gov/People/Detail/15032387807#,CA,Democrat,House,APA
41,(1869-1871),1869,1871,LONG, Jefferson Franklin,https://history.house.gov/People/Detail/17115,GA,Republican,House,Black
41,(1869-1871),1869,1871,RAINEY, Joseph Hayne,https://history.house.gov/People/Detail/20095,SC,Republican,House,Black
41,(1869-1871),1869,1871,REVELS, Hiram Rhodes,https://history.house.gov/People/Detail/20291,MS,Republican,Senate,Black
42,(1871-1873),1871,1873,DE LARGE, Robert Carlos,https://history.house.gov/People/Detail/12090,SC,Republican,House,Black
42,(1871-1873),1871,1873,ELLIOTT, Robert Brown,https://history.house.gov/People/Detail/12753,SC,Republican,House,Black
42,(1871-1873),1871,1873,RAINEY, Joseph Hayne,https://history.house.gov/People/Detail/20095,SC,Republican,House,Black
42,(1871-1873),1871,1873,TURNER, Benjamin Sterling,https://history.house.gov/People/Detail/23140,AL,Republican,House,Black
42,(1871-1873),1871,1873,WALLS, Josiah Thomas,https://history.house.gov/People/Detail/23324,FL,Republican,House,Black
43,(1873-1875),1873,1875,CAIN, Richard Harvey,https://history.house.gov/People/Detail/10470,SC,Republican,House,Black
43,(1873-1875),1873,1875,ELLIOTT, Robert Brown,https://history.house.gov/People/Detail/12753,SC,Republican,House,Black
43,(1873-1875),1873,1875,LYNCH, John Roy,https://history.house.gov/People/Detail/17259,MS,Republican,House,Black
43,(1873-1875),1873,1875,RAINEY, Joseph Hayne,https://history.house.gov/People/Detail/20095,SC,Republican,House,Black
43,(1873-1875),1873,1875,RANSIER, Alonzo Jacob,https://history.house.gov/People/Detail/20155,SC,Republican,House,Black
43,(1873-1875),1873,1875,RAPIER, James Thomas,https://history.house.gov/People/Detail/20161,AL,Republican,House,Black
43,(1873-1875),1873,1875,WALLS, Josiah Thomas,https://history.house.gov/People/Detail/23324,FL,Republican,House,Black
44,(1875-1877),1875,1877,BRUCE, Blanche Kelso,https://history.house.gov/People/Detail/10029,MS,Republican,Senate,Black
44,(1875-1877),1875,1877,HARALSON, Jeremiah,https://history.house.gov/People/Detail/14507,AL,Republican,House,Black
44,(1875-1877),1875,1877,HYMAN, John Adams,https://history.house.gov/People/Detail/15549,NC,Republican,House,Black
44,(1875-1877),1875,1877,LYNCH, John Roy,https://history.house.gov/People/Detail/17259,MS,Republican,House,Black
44,(1875-1877),1875,1877,NASH, Charles Edmund,https://history.house.gov/People/Detail/18846,LA,Republican,House,Black
44,(1875-1877),1875,1877,RAINEY, Joseph Hayne,https://history.house.gov/People/Detail/20095,SC,Republican,House,Black
44,(1875-1877),1875,1877,SMALLS, Robert,https://history.house.gov/People/Detail/21764,SC,Republican,House,Black
44,(1875-1877),1875,1877,WALLS, Josiah Thomas,https://history.house.gov/People/Detail/23324,FL,Republican,House,Black
45,(1877-1879),1877,1879,BRUCE, Blanche Kelso,https://history.house.gov/People/Detail/10029,MS,Republican,Senate,Black
45,(1877-1879),1877,1879,CAIN, Richard Harvey,https://history.house.gov/People/Detail/10470,SC,Republican,House,Black
45,(1877-1879),1877,1879,RAINEY, Joseph Hayne,https://history.house.gov/People/Detail/20095,SC,Republican,House,Black
45,(1877-1879),1877,1879,SMALLS, Robert,https://history.house.gov/People/Detail/21764,SC,Republican,House,Black
46,(1879-1881),1879,1881,BRUCE, Blanche Kelso,https://history.house.gov/People/Detail/10029,MS,Republican,Senate,Black
47,(1881-1883),1881,1883,LYNCH, John Roy,https://history.house.gov/People/Detail/17259,MS,Republican,House,Black
47,(1881-1883),1881,1883,SMALLS, Robert,https://history.house.gov/People/Detail/21764,SC,Republican,House,Black
48,(1883-1885),1883,1885,O'HARA, James Edward,https://history.house.gov/People/Detail/19135,NC,Republican,House,Black
48,(1883-1885),1883,1885,SMALLS, Robert,https://history.house.gov/People/Detail/21764,SC,Republican,House,Black
49,(1885-1887),1885,1887,O'HARA, James Edward,https://history.house.gov/People/Detail/19135,NC,Republican,House,Black
49,(1885-1887),1885,1887,SMALLS, Robert,https://history.house.gov/People/Detail/21764,SC,Republican,House,Black
51,(1889-1891),1889,1891,CHEATHAM, Henry Plummer,https://history.house.gov/People/Detail/10878,NC,Republican,House,Black
51,(1889-1891),1889,1891,LANGSTON, John Mercer,https://history.house.gov/People/Detail/16682,VA,Republican,House,Black
51,(1889-1891),1889,1891,MILLER, Thomas Ezekiel,https://history.house.gov/People/Detail/18276,SC,Republican,House,Black
52,(1891-1893),1891,1893,CHEATHAM, Henry Plummer,https://history.house.gov/People/Detail/10878,NC,Republican,House,Black
53,(1893-1895),1893,1895,MURRAY, George Washington,https://history.house.gov/People/Detail/18709,SC,Republican,House,Black
54,(1895-1897),1895,1897,MURRAY, George Washington,https://history.house.gov/People/Detail/18709,SC,Republican,House,Black
55,(1897-1899),1897,1899,WHITE, George Henry,https://history.house.gov/People/Detail/23657,NC,Republican,House,Black
56,(1899-1901),1899,1901,WHITE, George Henry,https://history.house.gov/People/Detail/23657,NC,Republican,House,Black
71,(1929-1931),1929,1931,DE PRIEST, Oscar Stanton,https://history.house.gov/People/Detail/12155,IL,Republican,House,Black
72,(1931-1933),1931,1933,DE PRIEST, Oscar Stanton,https://history.house.gov/People/Detail/12155,IL,Republican,House,Black
73,(1933-1935),1933,1935,DE PRIEST, Oscar Stanton,https://history.house.gov/People/Detail/12155,IL,Republican,House,Black
74,(1935-1937),1935,1937,MITCHELL, Arthur Wergs,https://history.house.gov/People/Detail/18340,IL,Democrat,House,Black
75,(1937-1939),1937,1939,MITCHELL, Arthur Wergs,https://history.house.gov/People/Detail/18340,IL,Democrat,House,Black
76,(1939-1941),1939,1941,MITCHELL, Arthur Wergs,https://history.house.gov/People/Detail/18340,IL,Democrat,House,Black
77,(1941-1943),1941,1943,MITCHELL, Arthur Wergs,https://history.house.gov/People/Detail/18340,IL,Democrat,House,Black
78,(1943-1945),1943,1945,DAWSON, William Levi,https://history.house.gov/People/Detail/12028,IL,Democrat,House,Black
79,(1945-1947),1945,1947,DAWSON, William Levi,https://history.house.gov/People/Detail/12028,IL,Democrat,House,Black
79,(1945-1947),1945,1947,POWELL, Adam Clayton Jr.,https://history.house.gov/People/Detail/19872,NY,Democrat,House,Black
80,(1947-1949),1947,1949,DAWSON, William Levi,https://history.house.gov/People/Detail/12028,IL,Democrat,House,Black
80,(1947-1949),1947,1949,POWELL, Adam Clayton Jr.,https://history.house.gov/People/Detail/19872,NY,Democrat,House,Black
81,(1949-1951),1949,1951,DAWSON, William Levi,https://history.house.gov/People/Detail/12028,IL,Democrat,House,Black
81,(1949-1951),1949,1951,POWELL, Adam Clayton Jr.,https://history.house.gov/People/Detail/19872,NY,Democrat,House,Black
82,(1951-1953),1951,1953,DAWSON, William Levi,https://history.house.gov/People/Detail/12028,IL,Democrat,House,Black
82,(1951-1953),1951,1953,POWELL, Adam Clayton Jr.,https://history.house.gov/People/Detail/19872,NY,Democrat,House,Black
83,(1953-1955),1953,1955,DAWSON, William Levi,https://history.house.gov/People/Detail/12028,IL,Democrat,House,Black
83,(1953-1955),1953,1955,POWELL, Adam Clayton Jr.,https://history.house.gov/People/Detail/19872,NY,Democrat,House,Black
84,(1955-1957),1955,1957,DAWSON, William Levi,https://history.house.gov/People/Detail/12028,IL,Democrat,House,Black
84,(1955-1957),1955,1957,DIGGS, Charles Coles Jr.,https://history.house.gov/People/Detail/12254,MI,Democrat,House,Black
84,(1955-1957),1955,1957,POWELL, Adam Clayton Jr.,https://history.house.gov/People/Detail/19872,NY,Democrat,House,Black
85,(1957-1959),1957,1959,DAWSON, William Levi,https://history.house.gov/People/Detail/12028,IL,Democrat,House,Black
85,(1957-1959),1957,1959,DIGGS, Charles Coles Jr.,https://history.house.gov/People/Detail/12254,MI,Democrat,House,Black
85,(1957-1959),1957,1959,NIX, Robert Nelson Cornelius Sr.,https://history.house.gov/People/Detail/18971,PA,Democrat,House,Black
85,(1957-1959),1957,1959,POWELL, Adam Clayton Jr.,https://history.house.gov/People/Detail/19872,NY,Democrat,House,Black
